class,AA_Kmer2,AC_Kmer2,AG_Kmer2,AU_Kmer2,CA_Kmer2,CC_Kmer2,CG_Kmer2,CU_Kmer2,GA_Kmer2,GC_Kmer2,GG_Kmer2,GU_Kmer2,UA_Kmer2,UC_Kmer2,UG_Kmer2,UU_Kmer2,AA_PC-PseDNC-General,AC_PC-PseDNC-General,AG_PC-PseDNC-General,AU_PC-PseDNC-General,CA_PC-PseDNC-General,CC_PC-PseDNC-General,CG_PC-PseDNC-General,CU_PC-PseDNC-General,GA_PC-PseDNC-General,GC_PC-PseDNC-General,GG_PC-PseDNC-General,GU_PC-PseDNC-General,UA_PC-PseDNC-General,UC_PC-PseDNC-General,UG_PC-PseDNC-General,UU_PC-PseDNC-General,lambda1_PC-PseDNC-General,lambda2_PC-PseDNC-General,lambda3_PC-PseDNC-General,lambda4_PC-PseDNC-General,lambda5_PC-PseDNC-General,lambda6_PC-PseDNC-General,lambda7_PC-PseDNC-General,lambda8_PC-PseDNC-General,lambda9_PC-PseDNC-General,lambda10_PC-PseDNC-General,1_DAC,2_DAC,3_DAC,4_DAC,5_DAC,6_DAC,7_DAC,8_DAC,9_DAC,10_DAC,11_DAC,12_DAC,13_DAC,14_DAC,15_DAC,16_DAC,17_DAC,18_DAC,19_DAC,20_DAC,21_DAC,22_DAC,23_DAC,24_DAC,25_DAC,26_DAC,27_DAC,28_DAC,29_DAC,30_DAC,31_DAC,32_DAC,33_DAC,34_DAC,35_DAC,36_DAC,37_DAC,38_DAC,39_DAC,40_DAC,41_DAC,42_DAC,43_DAC,44_DAC,45_DAC,46_DAC,47_DAC,48_DAC,49_DAC,50_DAC,51_DAC,52_DAC,53_DAC,54_DAC,55_DAC,56_DAC,57_DAC,58_DAC,59_DAC,60_DAC
0,0.1,0.05,0.05,0.05,0.05,0.3,0.0,0.1,0.05,0.0,0.0,0.05,0.0,0.15,0.05,0.0,0.064,0.032,0.032,0.032,0.032,0.192,0.0,0.064,0.032,0.0,0.0,0.032,0.0,0.096,0.032,0.0,0.037,0.036,0.035,0.03,0.04,0.044,0.024,0.042,0.038,0.034,-0.003,-0.078,-0.049,-0.199,-0.0,0.011,-0.001,-0.725,-0.054,-0.778,-0.016,-0.009,0.001,-0.941,-0.161,1.991,-0.026,-0.008,-0.003,-0.741,-0.031,1.168,-0.033,-0.031,0.003,-2.124,0.027,0.035,-0.062,-0.054,-0.001,-2.664,-0.04,3.669,-0.07,-0.057,-0.001,0.715,0.097,2.939,-0.067,-0.038,0.001,0.637,0.017,4.004,-0.041,0.017,-0.001,-0.069,-0.164,3.579,-0.079,-0.0,-0.002,-0.891,-0.121,5.374,-0.022,0.021
0,0.05,0.0,0.05,0.1,0.0,0.0,0.0,0.05,0.1,0.05,0.2,0.05,0.1,0.0,0.1,0.15,0.023,0.0,0.023,0.046,0.0,0.0,0.0,0.023,0.046,0.023,0.092,0.023,0.046,0.0,0.046,0.069,0.047,0.052,0.044,0.056,0.065,0.064,0.05,0.058,0.057,0.045,-0.001,0.751,-0.031,-0.438,0.001,0.017,-0.001,-1.717,-0.086,-0.693,-0.014,-0.017,0.002,-3.099,0.079,-0.861,-0.031,-0.054,-0.001,-5.156,-0.072,0.701,-0.002,-0.066,0.001,-5.125,-0.169,-2.347,0.001,-0.056,-0.002,-5.803,-0.133,-3.402,-0.006,-0.064,-0.001,-3.941,0.076,-0.964,0.01,-0.035,0.001,-3.206,-0.283,-4.912,0.014,-0.019,-0.001,-2.417,0.147,-3.469,0.033,0.018,-0.001,-2.875,0.061,-4.105,0.034,0.041
0,0.05,0.05,0.0,0.05,0.05,0.1,0.0,0.15,0.0,0.0,0.1,0.1,0.05,0.1,0.15,0.05,0.027,0.027,0.0,0.027,0.027,0.054,0.0,0.081,0.0,0.0,0.054,0.054,0.027,0.054,0.081,0.027,0.06,0.055,0.043,0.034,0.046,0.037,0.053,0.039,0.045,0.047,-0.002,-0.854,-0.021,-0.144,-0.0,0.007,-0.002,1.267,-0.011,-1.003,0.001,-0.006,0.001,0.363,-0.196,-1.876,-0.012,-0.022,-0.0,-0.985,0.037,-3.046,-0.025,-0.03,-0.002,-2.888,-0.053,-2.47,0.01,-0.023,0.002,-2.122,0.168,-5.707,0.011,-0.024,-0.002,-4.269,-0.018,-5.36,0.049,-0.029,-0.001,-2.639,-0.056,-7.377,0.036,-0.044,-0.005,-4.552,-0.226,-8.761,0.009,-0.059,0.001,-3.412,-0.118,-8.616,0.027,-0.036
0,0.1,0.1,0.1,0.0,0.1,0.0,0.0,0.05,0.05,0.05,0.1,0.1,0.05,0.0,0.1,0.1,0.046,0.046,0.046,0.0,0.046,0.0,0.0,0.023,0.023,0.023,0.046,0.046,0.023,0.0,0.046,0.046,0.066,0.036,0.058,0.057,0.054,0.057,0.059,0.047,0.058,0.052,0.003,-1.891,0.113,-0.042,0.002,0.007,-0.001,2.379,-0.09,0.909,0.006,0.015,-0.007,-0.037,-0.024,1.762,0.016,0.03,-0.001,0.713,-0.031,4.164,0.005,0.025,0.001,1.86,0.043,4.288,0.006,0.031,0.009,1.317,0.056,5.143,0.037,0.037,0.0,2.944,0.013,4.478,0.032,0.041,-0.004,3.756,-0.075,3.781,-0.007,0.018,-0.01,3.618,-0.218,7.368,-0.024,0.018,-0.002,1.536,-0.228,7.421,-0.033,0.022
0,0.05,0.0,0.05,0.15,0.0,0.0,0.0,0.1,0.0,0.0,0.1,0.1,0.15,0.1,0.05,0.15,0.025,0.0,0.025,0.074,0.0,0.0,0.0,0.049,0.0,0.0,0.049,0.049,0.074,0.049,0.025,0.074,0.055,0.043,0.052,0.056,0.051,0.059,0.03,0.068,0.035,0.06,-0.002,-0.689,-0.181,0.036,-0.0,0.003,-0.002,2.05,-0.049,-0.45,0.001,-0.005,0.001,1.391,0.018,2.279,-0.006,-0.004,-0.001,2.135,0.173,3.434,0.012,0.023,0.0,1.782,0.003,3.126,0.012,0.029,-0.001,1.505,-0.106,6.82,0.004,0.025,-0.002,4.212,0.241,6.696,-0.028,0.004,-0.002,0.936,-0.125,9.189,-0.011,0.012,0.003,5.891,0.088,6.043,-0.005,0.036,-0.001,1.121,-0.083,5.568,-0.001,0.06
0,0.05,0.05,0.05,0.1,0.05,0.0,0.0,0.1,0.0,0.05,0.1,0.05,0.15,0.05,0.05,0.15,0.024,0.024,0.024,0.048,0.024,0.0,0.0,0.048,0.0,0.024,0.048,0.024,0.072,0.024,0.024,0.072,0.055,0.061,0.064,0.049,0.059,0.038,0.058,0.044,0.055,0.04,-0.003,-0.245,-0.006,-0.186,-0.001,0.005,-0.002,-2.044,-0.151,-0.588,-0.004,-0.005,0.002,-0.851,0.104,-0.449,0.007,0.012,-0.0,0.181,0.133,3.368,-0.004,0.014,-0.003,1.163,-0.201,2.428,-0.006,0.017,0.003,3.753,-0.017,4.62,0.008,0.04,0.001,0.656,0.196,6.235,0.044,0.036,-0.002,2.285,-0.115,5.798,0.012,0.021,-0.004,2.975,-0.019,1.541,0.012,0.039,0.002,2.361,0.097,0.847,0.003,0.032
0,0.05,0.1,0.0,0.15,0.05,0.0,0.0,0.15,0.05,0.1,0.05,0.0,0.1,0.0,0.2,0.0,0.024,0.048,0.0,0.073,0.024,0.0,0.0,0.073,0.024,0.048,0.024,0.0,0.048,0.0,0.097,0.0,0.07,0.065,0.037,0.052,0.059,0.034,0.056,0.048,0.039,0.056,-0.003,-1.419,-0.072,-0.759,-0.003,-0.004,-0.002,-0.909,-0.059,2.795,-0.013,-0.006,0.001,2.354,-0.172,4.467,-0.02,0.002,0.002,0.414,0.233,2.766,-0.022,-0.003,-0.003,0.308,-0.008,0.94,-0.026,0.008,-0.0,1.674,0.029,4.06,-0.003,0.011,0.0,1.746,-0.25,3.243,-0.001,0.013,0.001,3.874,0.054,5.833,0.005,0.036,-0.0,4.204,0.088,6.421,-0.028,0.018,-0.003,1.675,0.147,9.616,0.002,0.004
0,0.0,0.05,0.15,0.05,0.1,0.0,0.0,0.05,0.15,0.0,0.05,0.1,0.0,0.05,0.1,0.15,0.0,0.027,0.082,0.027,0.055,0.0,0.0,0.027,0.082,0.0,0.027,0.055,0.0,0.027,0.055,0.082,0.048,0.057,0.043,0.039,0.04,0.034,0.04,0.053,0.044,0.053,-0.001,-0.549,0.148,-0.136,-0.003,0.0,0.001,-3.215,-0.019,-1.427,-0.015,-0.026,0.003,-2.318,-0.143,-0.957,0.014,-0.023,-0.004,-0.994,-0.146,-2.178,0.018,-0.016,0.0,-1.005,0.009,0.204,0.011,-0.02,-0.002,-0.103,-0.13,-1.985,-0.033,-0.048,-0.003,-1.21,-0.135,1.356,-0.036,-0.042,-0.002,-3.626,-0.147,2.193,-0.001,-0.049,-0.003,-3.825,-0.089,0.498,-0.039,-0.074,-0.005,-3.351,-0.02,0.863,-0.024,-0.054
0,0.1,0.1,0.05,0.05,0.15,0.05,0.0,0.05,0.0,0.1,0.0,0.05,0.05,0.05,0.1,0.1,0.05,0.05,0.025,0.025,0.075,0.025,0.0,0.025,0.0,0.05,0.0,0.025,0.025,0.025,0.05,0.05,0.078,0.031,0.069,0.025,0.064,0.032,0.072,0.027,0.07,0.029,0.001,-2.557,-0.298,-0.767,-0.0,0.002,-0.001,1.095,0.232,0.962,0.019,-0.002,0.001,-3.448,-0.219,0.542,0.0,-0.038,-0.002,-0.337,0.233,0.819,-0.038,-0.055,-0.005,-2.938,-0.324,1.288,-0.032,-0.046,-0.001,0.877,0.161,-1.462,-0.043,-0.037,0.003,-2.832,-0.142,0.158,-0.042,-0.029,0.002,0.642,0.132,2.0,-0.01,-0.029,0.004,-3.554,-0.238,-7.043,-0.017,-0.025,-0.004,-0.241,0.063,-5.626,0.018,-0.028
0,0.0,0.0,0.0,0.1,0.05,0.05,0.0,0.0,0.05,0.05,0.0,0.1,0.0,0.05,0.15,0.4,0.0,0.0,0.0,0.057,0.029,0.029,0.0,0.0,0.029,0.029,0.0,0.057,0.0,0.029,0.086,0.229,0.048,0.048,0.047,0.042,0.037,0.031,0.043,0.055,0.051,0.026,0.0,-0.477,0.019,-0.241,-0.0,0.007,-0.003,-1.08,-0.387,-0.611,-0.033,-0.034,-0.002,-0.596,-0.213,0.211,-0.031,-0.025,-0.0,-0.332,-0.135,1.924,-0.032,-0.007,0.003,0.198,0.207,-0.842,-0.04,0.002,0.001,-0.648,0.389,0.568,-0.023,-0.005,-0.0,-0.589,0.037,-8.036,-0.027,-0.015,-0.003,-2.879,-0.483,-7.158,-0.001,-0.034,-0.002,-2.757,-0.123,-5.699,0.005,-0.019,0.002,-0.342,0.086,-3.884,0.015,0.016
0,0.0,0.0,0.05,0.1,0.0,0.05,0.0,0.05,0.1,0.0,0.05,0.05,0.05,0.1,0.1,0.3,0.0,0.0,0.029,0.059,0.0,0.029,0.0,0.029,0.059,0.0,0.029,0.029,0.029,0.059,0.059,0.176,0.038,0.049,0.052,0.039,0.041,0.045,0.039,0.033,0.036,0.042,0.001,0.314,0.143,-0.039,0.0,0.013,0.001,-0.789,-0.161,-1.199,-0.026,-0.021,-0.001,0.241,-0.215,-2.056,-0.023,-0.014,0.001,0.905,0.046,1.109,-0.034,-0.014,-0.001,0.569,0.026,-0.239,-0.066,-0.039,0.002,-2.164,0.0,-1.564,-0.093,-0.089,0.0,-2.498,-0.166,-0.441,-0.06,-0.09,-0.0,-2.393,-0.172,3.575,-0.075,-0.097,-0.002,-3.66,-0.027,2.144,-0.124,-0.149,-0.001,-3.255,-0.078,3.726,-0.116,-0.145
0,0.0,0.05,0.05,0.0,0.05,0.15,0.05,0.15,0.05,0.05,0.05,0.0,0.0,0.1,0.05,0.2,0.0,0.025,0.025,0.0,0.025,0.076,0.025,0.076,0.025,0.025,0.025,0.0,0.0,0.051,0.025,0.101,0.056,0.051,0.046,0.058,0.055,0.049,0.054,0.04,0.051,0.033,0.002,-0.262,-0.015,-0.476,-0.0,0.016,-0.002,-0.146,0.12,2.193,-0.004,0.005,-0.002,2.275,-0.115,1.012,0.001,0.004,0.001,0.748,0.056,-0.007,0.037,0.007,0.0,-0.317,-0.177,0.375,0.029,-0.022,-0.005,1.337,-0.136,-2.147,0.023,-0.032,-0.005,0.823,-0.239,-4.332,0.01,-0.058,-0.004,0.511,-0.045,-6.079,-0.014,-0.07,0.001,1.67,-0.183,-6.967,0.013,-0.02,0.001,4.725,0.104,-6.411,0.046,0.023
0,0.15,0.05,0.05,0.05,0.15,0.1,0.05,0.0,0.05,0.1,0.0,0.05,0.0,0.05,0.05,0.1,0.071,0.024,0.024,0.024,0.071,0.047,0.024,0.0,0.024,0.047,0.0,0.024,0.0,0.024,0.024,0.047,0.06,0.064,0.057,0.053,0.053,0.053,0.029,0.058,0.05,0.051,0.003,-0.576,0.088,-0.529,-0.001,0.012,0.002,-0.526,-0.038,0.915,0.007,0.015,-0.004,0.936,-0.075,2.26,0.017,0.018,-0.007,0.265,0.026,2.237,-0.017,0.003,-0.008,-2.537,-0.199,11.604,-0.034,-0.03,-0.002,-2.509,-0.006,10.429,-0.069,-0.037,0.005,0.821,0.295,11.194,-0.078,-0.029,0.004,-3.121,0.145,12.921,-0.051,-0.022,0.005,-1.795,-0.045,16.636,-0.043,-0.005,0.003,-0.575,0.007,19.711,-0.032,0.008
0,0.35,0.1,0.05,0.05,0.1,0.05,0.0,0.05,0.1,0.0,0.0,0.0,0.05,0.05,0.05,0.0,0.207,0.059,0.03,0.03,0.059,0.03,0.0,0.03,0.059,0.0,0.0,0.0,0.03,0.03,0.03,0.0,0.043,0.054,0.02,0.034,0.055,0.038,0.03,0.045,0.057,0.034,-0.0,-0.428,-0.022,-0.064,-0.0,0.004,-0.004,-0.467,-0.42,0.512,0.01,0.008,0.004,1.414,0.266,-0.529,-0.018,0.001,0.001,-0.375,0.254,2.276,-0.035,-0.013,-0.004,-1.09,-0.358,3.056,-0.024,0.0,-0.004,-0.477,-0.258,1.831,-0.061,-0.017,0.002,-1.393,0.332,2.773,-0.03,-0.026,0.005,-3.211,0.12,6.789,-0.056,-0.038,-0.001,-4.349,-0.542,5.718,-0.085,-0.089,-0.002,-3.452,-0.274,4.005,-0.139,-0.13
0,0.25,0.1,0.05,0.15,0.2,0.0,0.0,0.0,0.0,0.05,0.0,0.0,0.1,0.05,0.0,0.05,0.132,0.053,0.026,0.079,0.106,0.0,0.0,0.0,0.0,0.026,0.0,0.0,0.053,0.026,0.0,0.026,0.063,0.048,0.036,0.061,0.04,0.047,0.055,0.025,0.053,0.041,0.004,-1.546,0.061,-0.543,-0.002,-0.0,0.001,-0.841,0.036,-0.611,-0.031,-0.027,-0.002,0.588,-0.034,-2.731,-0.04,-0.021,-0.004,-1.575,-0.171,-1.411,-0.033,-0.016,-0.004,0.303,-0.253,-0.667,-0.011,-0.018,-0.005,-0.951,-0.237,-7.083,-0.017,-0.025,-0.003,-2.031,-0.114,-3.891,-0.038,-0.041,0.002,1.997,-0.305,-2.228,-0.033,-0.02,0.002,-0.811,0.112,-0.311,-0.029,-0.013,0.0,-1.719,0.059,-1.058,-0.047,-0.025
0,0.2,0.1,0.1,0.1,0.2,0.1,0.0,0.0,0.0,0.1,0.0,0.0,0.05,0.05,0.0,0.0,0.103,0.052,0.052,0.052,0.103,0.052,0.0,0.0,0.0,0.052,0.0,0.0,0.026,0.026,0.0,0.0,0.059,0.056,0.042,0.03,0.058,0.053,0.035,0.039,0.056,0.055,-0.003,-0.756,-0.117,-0.706,-0.0,-0.0,-0.0,-0.778,0.063,-2.488,-0.007,-0.002,0.0,-0.414,-0.091,-0.607,0.017,0.0,-0.001,2.195,-0.058,-1.053,0.009,0.003,0.0,0.158,0.124,-0.091,0.019,0.019,-0.002,-0.759,-0.265,2.278,0.048,0.029,0.0,0.834,0.179,1.781,0.025,-0.006,-0.004,1.25,-0.17,-6.281,0.023,-0.011,0.003,-0.773,0.036,-2.081,-0.002,-0.03,-0.002,-1.934,-0.157,-3.684,-0.015,-0.032
0,0.3,0.05,0.05,0.2,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.05,0.2,0.05,0.0,0.0,0.165,0.027,0.027,0.11,0.055,0.0,0.0,0.0,0.0,0.0,0.0,0.027,0.11,0.027,0.0,0.0,0.056,0.051,0.034,0.052,0.05,0.04,0.034,0.068,0.032,0.034,0.005,-1.336,0.076,-0.064,-0.001,0.004,0.003,-0.146,-0.006,1.041,0.009,0.013,0.003,2.096,0.05,2.35,0.014,0.023,0.001,1.188,-0.175,3.635,0.023,0.031,-0.002,-0.458,0.022,3.382,0.016,0.027,-0.002,1.303,-0.056,0.282,0.013,0.033,-0.001,-0.044,0.064,-0.344,0.005,0.031,-0.0,-2.374,0.065,-4.658,-0.001,0.035,-0.002,2.032,0.094,-2.665,0.012,0.06,-0.002,-0.919,0.297,-3.747,0.001,0.058
0,0.3,0.0,0.2,0.1,0.0,0.0,0.0,0.0,0.2,0.0,0.05,0.0,0.05,0.05,0.0,0.05,0.182,0.0,0.122,0.061,0.0,0.0,0.0,0.0,0.122,0.0,0.03,0.0,0.03,0.03,0.0,0.03,0.04,0.044,0.027,0.032,0.043,0.038,0.049,0.049,0.019,0.05,-0.001,-0.097,-0.005,-0.08,-0.0,0.001,-0.0,-0.054,-0.11,-3.135,0.004,0.003,0.002,0.478,0.25,-4.313,-0.014,0.001,-0.0,0.203,-0.032,-2.033,-0.026,-0.016,0.0,0.362,-0.075,-1.87,-0.009,-0.005,-0.0,-0.183,0.057,-3.211,-0.036,-0.033,-0.001,-0.753,-0.607,-0.166,-0.051,-0.05,-0.001,0.253,-0.164,0.219,-0.03,-0.025,0.001,3.189,0.098,1.914,-0.004,0.014,-0.002,-0.86,-0.414,-0.416,-0.009,-0.013
0,0.35,0.0,0.05,0.1,0.0,0.0,0.0,0.0,0.1,0.0,0.05,0.05,0.1,0.0,0.05,0.15,0.196,0.0,0.028,0.056,0.0,0.0,0.0,0.0,0.056,0.0,0.028,0.028,0.056,0.0,0.028,0.084,0.032,0.039,0.045,0.046,0.051,0.043,0.043,0.038,0.05,0.051,-0.0,0.595,0.161,0.033,0.001,0.011,0.0,-0.388,0.045,2.649,-0.015,-0.009,0.002,-0.288,0.084,3.455,-0.01,-0.007,0.0,0.298,-0.08,4.424,-0.003,0.005,0.001,-0.137,-0.111,5.684,0.006,0.014,-0.001,1.418,0.024,6.91,0.015,0.027,-0.001,2.588,-0.326,8.356,0.026,0.044,-0.001,3.893,-0.369,10.175,0.037,0.057,-0.003,0.683,-0.12,9.378,0.028,0.047,-0.004,1.428,-0.209,11.905,0.043,0.067
0,0.15,0.0,0.2,0.05,0.15,0.0,0.0,0.05,0.05,0.2,0.05,0.0,0.0,0.05,0.05,0.0,0.073,0.0,0.097,0.024,0.073,0.0,0.0,0.024,0.024,0.097,0.024,0.0,0.0,0.024,0.024,0.0,0.066,0.044,0.055,0.054,0.032,0.059,0.031,0.062,0.051,0.063,-0.0,-0.921,0.014,-1.163,0.0,0.003,-0.001,-1.19,-0.032,-0.626,-0.016,-0.026,-0.001,-2.315,0.126,1.901,-0.03,-0.025,-0.001,-3.112,-0.232,3.526,-0.002,-0.031,0.001,-1.236,-0.094,-1.867,0.0,-0.022,0.001,-2.122,0.077,-0.959,-0.02,-0.03,-0.0,-1.744,-0.138,0.858,-0.057,-0.065,0.001,-3.295,-0.116,2.759,-0.081,-0.067,0.001,-4.126,0.058,5.11,-0.047,-0.078,-0.004,-6.999,-0.222,5.216,-0.101,-0.124
0,0.05,0.1,0.05,0.0,0.0,0.0,0.0,0.15,0.1,0.0,0.2,0.0,0.05,0.05,0.05,0.2,0.024,0.049,0.024,0.0,0.0,0.0,0.0,0.073,0.049,0.0,0.097,0.0,0.024,0.024,0.024,0.097,0.035,0.05,0.068,0.068,0.062,0.066,0.063,0.053,0.021,0.027,-0.001,2.044,0.016,-0.136,0.001,0.017,-0.001,0.367,-0.048,2.439,-0.004,0.003,-0.002,0.449,-0.017,0.941,0.0,-0.002,-0.0,0.511,-0.138,-0.22,-0.022,-0.016,-0.001,-0.649,-0.042,-1.828,-0.034,-0.039,-0.003,-3.724,-0.311,-3.023,-0.046,-0.069,-0.001,-3.803,-0.044,-2.862,-0.007,-0.068,0.003,-1.868,0.181,-1.868,0.019,-0.029,0.005,3.176,0.071,-1.12,0.049,0.021,-0.002,4.605,0.012,-0.384,0.085,0.065
0,0.25,0.05,0.1,0.15,0.0,0.0,0.0,0.05,0.1,0.0,0.05,0.0,0.15,0.0,0.05,0.05,0.138,0.028,0.055,0.083,0.0,0.0,0.0,0.028,0.055,0.0,0.028,0.0,0.083,0.0,0.028,0.028,0.046,0.034,0.049,0.036,0.039,0.053,0.031,0.065,0.038,0.057,-0.001,-0.68,0.099,0.119,-0.001,-0.0,-0.002,0.686,-0.107,2.719,-0.011,-0.015,-0.001,-0.413,-0.14,3.712,0.001,0.003,-0.001,1.359,0.083,4.957,0.012,0.022,-0.0,1.166,0.093,3.533,-0.017,-0.004,0.003,-1.857,0.26,5.083,0.015,-0.016,-0.0,1.591,-0.128,1.834,0.018,-0.004,-0.001,-3.479,-0.381,0.504,0.015,-0.021,-0.001,0.107,-0.354,-3.799,0.014,-0.015,-0.0,-4.681,-0.083,-5.616,0.013,-0.013
0,0.0,0.05,0.15,0.05,0.05,0.0,0.0,0.05,0.15,0.0,0.3,0.05,0.0,0.05,0.05,0.05,0.0,0.025,0.074,0.025,0.025,0.0,0.0,0.025,0.074,0.0,0.149,0.025,0.0,0.025,0.025,0.025,0.051,0.061,0.048,0.042,0.058,0.073,0.048,0.034,0.026,0.064,0.001,0.195,-0.018,-0.199,0.0,0.006,-0.003,0.078,-0.081,-2.664,0.009,0.025,-0.002,1.525,-0.052,-1.771,0.05,0.041,-0.0,4.77,-0.074,-2.829,0.061,0.05,-0.001,3.194,-0.015,-3.832,0.046,0.046,-0.0,0.275,-0.06,-5.617,0.044,0.033,-0.002,1.336,0.055,-6.984,0.042,0.023,0.0,3.197,-0.028,-3.329,0.041,0.038,0.003,5.067,-0.123,-5.191,0.019,0.037,0.0,0.506,-0.086,-3.832,0.088,0.058
0,0.1,0.0,0.05,0.15,0.1,0.0,0.0,0.0,0.1,0.1,0.1,0.0,0.05,0.0,0.15,0.1,0.05,0.0,0.025,0.076,0.05,0.0,0.0,0.0,0.05,0.05,0.05,0.0,0.025,0.0,0.076,0.05,0.052,0.044,0.042,0.04,0.047,0.054,0.049,0.055,0.046,0.065,0.001,0.486,0.002,-0.845,-0.0,0.011,-0.002,1.283,-0.397,-4.93,0.002,0.005,-0.003,1.048,0.035,-4.142,0.025,0.004,-0.0,1.986,0.294,-6.507,0.023,0.018,0.003,2.216,0.051,-4.656,0.032,0.037,0.0,2.877,-0.141,-2.895,0.042,0.056,-0.001,3.934,-0.15,-3.7,0.01,0.032,-0.003,1.984,0.014,-1.412,0.046,0.025,-0.0,3.331,0.181,2.493,0.06,0.051,0.001,4.801,0.1,3.968,0.081,0.098
0,0.1,0.05,0.0,0.1,0.0,0.0,0.0,0.05,0.05,0.0,0.05,0.2,0.05,0.0,0.25,0.1,0.048,0.024,0.0,0.048,0.0,0.0,0.0,0.024,0.024,0.0,0.024,0.095,0.024,0.0,0.119,0.048,0.064,0.055,0.035,0.068,0.039,0.039,0.062,0.042,0.057,0.063,0.0,-1.875,0.011,-0.144,-0.003,0.0,-0.0,-1.316,-0.212,0.921,0.02,-0.006,0.006,2.058,-0.184,0.437,0.017,-0.002,0.001,-3.895,-0.075,-1.076,-0.01,-0.038,-0.001,-2.053,0.311,0.34,0.016,-0.035,0.006,-0.05,0.075,-0.861,0.009,-0.035,-0.003,-3.366,-0.288,0.02,0.037,-0.047,-0.007,-0.742,-0.111,1.965,0.047,-0.031,0.002,-0.621,-0.163,0.493,0.042,-0.037,-0.007,-2.528,0.093,1.921,0.077,-0.045
0,0.25,0.0,0.1,0.15,0.0,0.0,0.0,0.0,0.15,0.0,0.0,0.05,0.15,0.0,0.1,0.05,0.145,0.0,0.058,0.087,0.0,0.0,0.0,0.0,0.087,0.0,0.0,0.029,0.087,0.0,0.058,0.029,0.056,0.04,0.041,0.038,0.034,0.059,0.029,0.046,0.036,0.042,0.001,-1.472,-0.118,-0.147,-0.001,-0.003,-0.004,-0.838,-0.191,-0.88,-0.003,-0.006,-0.002,-0.266,-0.24,-3.632,-0.003,0.004,0.002,-1.083,0.035,-4.424,-0.036,-0.018,0.001,-1.209,0.311,-1.151,-0.049,-0.026,-0.003,-1.794,-0.194,-0.665,-0.038,-0.019,-0.003,-0.853,-0.12,-1.15,-0.046,-0.016,0.003,-0.738,-0.03,-2.452,-0.047,-0.017,0.005,-1.37,0.288,-0.77,-0.005,-0.005,-0.003,-0.284,-0.068,0.663,0.01,-0.004
0,0.1,0.0,0.05,0.1,0.0,0.0,0.0,0.05,0.05,0.0,0.0,0.15,0.1,0.05,0.15,0.2,0.055,0.0,0.027,0.055,0.0,0.0,0.0,0.027,0.027,0.0,0.0,0.082,0.055,0.027,0.082,0.109,0.057,0.032,0.044,0.051,0.03,0.055,0.047,0.037,0.063,0.035,0.002,-1.765,0.236,0.119,0.0,0.002,-0.002,1.787,-0.15,0.857,0.007,0.009,-0.006,-0.587,-0.213,-0.288,0.001,0.007,0.001,-0.431,0.096,-1.421,-0.0,0.012,0.002,0.797,-0.013,-0.27,0.027,0.012,-0.0,-1.247,-0.146,0.902,0.034,0.014,-0.001,-0.545,-0.172,4.486,0.02,0.012,0.001,-0.752,0.081,3.583,-0.016,-0.014,0.004,-2.631,0.065,-0.804,-0.023,-0.006,-0.004,-1.81,-0.112,-2.521,-0.04,-0.012
0,0.05,0.05,0.1,0.05,0.05,0.0,0.0,0.1,0.1,0.05,0.0,0.0,0.05,0.05,0.05,0.3,0.028,0.028,0.056,0.028,0.028,0.0,0.0,0.056,0.056,0.028,0.0,0.0,0.028,0.028,0.028,0.169,0.044,0.044,0.042,0.053,0.046,0.036,0.045,0.04,0.043,0.044,-0.0,0.085,0.13,-0.662,-0.002,0.003,-0.001,-0.64,-0.048,2.401,-0.013,-0.005,0.001,-1.116,-0.014,2.824,0.015,-0.006,-0.001,-3.072,-0.271,2.049,-0.02,-0.05,-0.003,-1.709,-0.086,2.439,-0.006,-0.029,0.003,-1.467,-0.058,5.977,-0.024,-0.039,-0.002,-0.352,-0.284,4.551,-0.03,-0.05,0.001,-0.08,0.11,5.684,-0.014,-0.024,0.004,-2.664,0.035,4.517,-0.029,-0.036,-0.001,-1.476,-0.18,5.647,-0.015,-0.022
0,0.05,0.0,0.0,0.1,0.0,0.0,0.0,0.1,0.1,0.0,0.0,0.15,0.0,0.1,0.25,0.15,0.029,0.0,0.0,0.057,0.0,0.0,0.0,0.057,0.057,0.0,0.0,0.086,0.0,0.057,0.143,0.086,0.056,0.039,0.05,0.041,0.032,0.04,0.04,0.043,0.053,0.032,0.003,-1.329,0.004,-0.069,-0.002,-0.004,-0.0,0.888,-0.07,0.526,0.011,0.012,0.003,-1.117,0.082,-0.418,-0.022,0.0,0.001,-1.34,0.031,0.293,0.005,-0.008,-0.002,0.45,0.137,0.74,0.01,0.02,-0.001,0.067,0.307,1.85,0.023,0.04,-0.002,1.868,0.106,0.619,0.021,0.043,-0.001,1.191,-0.163,1.237,0.057,0.038,0.005,-0.501,0.195,5.536,0.042,0.047,0.004,1.112,0.023,4.032,-0.001,0.02
